Representation,Number Of Cities,Population Size,Child Population Size,Generation Gap,Mutation Rate,Algorithm,Selection,Termination,City Coordinates,Original Solution,Final Solution,Algorithm Efficiency,Checked
Pa,50,5000,40,20,0.1,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(920, 191), (339, 720), (563, 253), (368, 904), (347, 905), (29, 239), (651, 616), (163, 89), (874, 232), (263, 327), (452, 643), (575, 903), (988, 973), (140, 994), (158, 844), (797, 611), (324, 596), (251, 23), (460, 431), (967, 201), (824, 617), (318, 981), (243, 458), (110, 242), (133, 49), (892, 468), (943, 945), (705, 606), (723, 701), (225, 385), (354, 526), (222, 913), (412, 784), (868, 748), (228, 727), (276, 907), (240, 964), (160, 329), (155, 318), (991, 939), (769, 310), (978, 129), (712, 992), (940, 725), (39, 130), (72, 688), (72, 108), (360, 945), (549, 282), (980, 607)]","[23, 12, 2, 5, 10, 30, 32, 37, 13, 50, 44, 15, 25, 16, 20, 17, 7, 46, 18, 47, 1, 21, 29, 11, 31, 43, 6, 39, 49, 3, 40, 27, 38, 45, 36, 19, 8, 22, 14, 4, 35, 48, 33, 34, 28, 26, 41, 24, 42, 9, 23, 23, 23, 23, 23, 23, 23]","[44, 40, 13, 27, 43, 12, 4, 5, 48, 22, 37, 36, 32, 14, 15, 46, 35, 2, 33, 11, 17, 31, 23, 30, 38, 39, 18, 8, 25, 47, 45, 6, 24, 10, 19, 49, 3, 41, 9, 1, 42, 20, 26, 50, 21, 16, 28, 7, 29, 34, 44]",286,TRUE
Pa,50,5000,40,20,0.5,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(920, 191), (339, 720), (563, 253), (368, 904), (347, 905), (29, 239), (651, 616), (163, 89), (874, 232), (263, 327), (452, 643), (575, 903), (988, 973), (140, 994), (158, 844), (797, 611), (324, 596), (251, 23), (460, 431), (967, 201), (824, 617), (318, 981), (243, 458), (110, 242), (133, 49), (892, 468), (943, 945), (705, 606), (723, 701), (225, 385), (354, 526), (222, 913), (412, 784), (868, 748), (228, 727), (276, 907), (240, 964), (160, 329), (155, 318), (991, 939), (769, 310), (978, 129), (712, 992), (940, 725), (39, 130), (72, 688), (72, 108), (360, 945), (549, 282), (980, 607)]","[23, 12, 2, 5, 10, 30, 32, 37, 13, 50, 44, 15, 25, 16, 20, 17, 7, 46, 18, 47, 1, 21, 29, 11, 31, 43, 6, 39, 49, 3, 40, 27, 38, 45, 36, 19, 8, 22, 14, 4, 35, 48, 33, 34, 28, 26, 41, 24, 42, 9, 23, 23, 23, 23, 23, 23, 23, 23]","[27, 43, 12, 29, 21, 16, 28, 7, 11, 33, 4, 5, 48, 22, 36, 32, 37, 14, 15, 46, 35, 2, 17, 31, 23, 30, 18, 8, 25, 47, 45, 6, 24, 39, 38, 10, 19, 49, 3, 41, 9, 1, 42, 20, 26, 50, 44, 34, 40, 13, 27]",281,TRUE
Pa,50,5000,40,20,1,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(920, 191), (339, 720), (563, 253), (368, 904), (347, 905), (29, 239), (651, 616), (163, 89), (874, 232), (263, 327), (452, 643), (575, 903), (988, 973), (140, 994), (158, 844), (797, 611), (324, 596), (251, 23), (460, 431), (967, 201), (824, 617), (318, 981), (243, 458), (110, 242), (133, 49), (892, 468), (943, 945), (705, 606), (723, 701), (225, 385), (354, 526), (222, 913), (412, 784), (868, 748), (228, 727), (276, 907), (240, 964), (160, 329), (155, 318), (991, 939), (769, 310), (978, 129), (712, 992), (940, 725), (39, 130), (72, 688), (72, 108), (360, 945), (549, 282), (980, 607)]","[23, 12, 2, 5, 10, 30, 32, 37, 13, 50, 44, 15, 25, 16, 20, 17, 7, 46, 18, 47, 1, 21, 29, 11, 31, 43, 6, 39, 49, 3, 40, 27, 38, 45, 36, 19, 8, 22, 14, 4, 35, 48, 33, 34, 28, 26, 41, 24, 42, 9, 23, 23, 23, 23, 23, 23, 23, 23, 23]","[3, 49, 9, 41, 1, 20, 50, 42, 26, 27, 40, 13, 43, 32, 36, 48, 5, 12, 4, 22, 37, 14, 15, 35, 46, 33, 31, 17, 2, 23, 45, 6, 47, 18, 25, 8, 24, 39, 10, 11, 29, 7, 28, 34, 44, 21, 16, 30, 38, 19, 3]",131,TRUE
Pa,50,5000,40,20,0.1,RoMPPaDiPaCo50,"['Ro', None]","['Co', 50]","[(920, 191), (339, 720), (563, 253), (368, 904), (347, 905), (29, 239), (651, 616), (163, 89), (874, 232), (263, 327), (452, 643), (575, 903), (988, 973), (140, 994), (158, 844), (797, 611), (324, 596), (251, 23), (460, 431), (967, 201), (824, 617), (318, 981), (243, 458), (110, 242), (133, 49), (892, 468), (943, 945), (705, 606), (723, 701), (225, 385), (354, 526), (222, 913), (412, 784), (868, 748), (228, 727), (276, 907), (240, 964), (160, 329), (155, 318), (991, 939), (769, 310), (978, 129), (712, 992), (940, 725), (39, 130), (72, 688), (72, 108), (360, 945), (549, 282), (980, 607)]","[23, 12, 2, 5, 10, 30, 32, 37, 13, 50, 44, 15, 25, 16, 20, 17, 7, 46, 18, 47, 1, 21, 29, 11, 31, 43, 6, 39, 49, 3, 40, 27, 38, 45, 36, 19, 8, 22, 14, 4, 35, 48, 33, 34, 28, 26, 41, 24, 42, 9, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]","[49, 3, 18, 8, 25, 47, 45, 6, 24, 39, 38, 10, 30, 23, 31, 17, 2, 35, 46, 15, 14, 37, 32, 36, 22, 48, 5, 4, 33, 11, 19, 41, 9, 20, 42, 1, 26, 50, 34, 44, 40, 13, 27, 43, 12, 29, 21, 16, 28, 7, 49]",265,TRUE
Bi,50,5000,30,20,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.9]","[(883, 304), (124, 588), (132, 68), (239, 101), (569, 519), (826, 906), (794, 284), (429, 966), (761, 341), (346, 216), (641, 317), (81, 247), (199, 407), (502, 894), (679, 562), (530, 7), (820, 39), (758, 669), (575, 605), (938, 833), (266, 818), (390, 411), (669, 663), (578, 473), (72, 177), (801, 104), (207, 186), (149, 249), (857, 682), (366, 129), (550, 348), (427, 821), (773, 685), (233, 825), (706, 471), (416, 322), (593, 718), (28, 307), (539, 228), (926, 135), (771, 20), (932, 673), (417, 621), (272, 969), (306, 892), (616, 854), (91, 108), (116, 94), (894, 198), (740, 122)]","['010110', '000100', '001111', '010001', '110010', '101001', '101100', '101000', '001011', '011111', '100100', '000010', '100010', '010101', '101101', '101110', '110001', '100001', '010100', '000001', '011010', '010000', '100110', '011100', '001001', '101010', '010010', '001000', '000110', '001101', '011110', '000011', '100011', '011011', '011001', '000111', '100000', '001110', '001100', '001010', '110000', '000101', '010011', '100111', '101111', '010111', '011101', '101011', '100101', '011000', '010110']","['101101', '010101', '100010', '000010', '001101', '110000', '011011', '100110', '000011', '001100', '011100', '000100', '101111', '011001', '100111', '011111', '010110', '100100', '001010', '011110', '110010', '010000', '100101', '010011', '010010', '011101', '100001', '100011', '000101', '011000', '010111', '000110', '010100', '101010', '001111', '001011', '101001', '011010', '010001', '110001', '101000', '000001', '000111', '001001', '101011', '100000', '101110', '001110', '001000', '101100', '101101']",118,TRUE
Bi,20,100000,10,5,0,RoClBiClBiRe20,"['Ro', None]","['Re', 95]","[(351, 176), (218, 192), (662, 162), (937, 810), (347, 392), (559, 839), (450, 924), (10, 527), (975, 811), (298, 970), (305, 569), (624, 142), (613, 157), (342, 293), (257, 956), (473, 314), (985, 516), (202, 277), (221, 75), (492, 860)]","['01101', '00011', '10000', '01100', '10010', '00111', '00101', '01110', '00001', '00010', '10011', '01000', '00110', '01111', '01010', '10100', '01011', '01001', '00100', '10001', '01101']","['10011', '01000', '01011', '00110', '00100', '10001', '01001', '10100', '01111', '01010', '00111', '00011', '01100', '01101', '00101', '10010', '00010', '01110', '10000', '00001', '10011']",21,TRUE
Bi,20,5000,10,5,0,RoClBiClBiRe20,"['Ro', None]","['Re', 99.5]","[(660, 957), (354, 134), (641, 600), (719, 877), (397, 653), (50, 371), (599, 520), (881, 759), (862, 803), (630, 695), (217, 524), (592, 920), (231, 540), (872, 708), (471, 782), (588, 726), (967, 914), (173, 257), (772, 230), (64, 956)]","['01100', '00100', '10000', '10011', '01101', '00111', '10100', '01111', '00011', '00101', '01011', '00110', '10010', '00010', '01001', '01000', '01110', '01010', '10001', '00001', '01100']","['10010', '00010', '10011', '00111', '00011', '01010', '01110', '01000', '01001', '10001', '00100', '00001', '01100', '10000', '01111', '00101', '10100', '01101', '01011', '00110', '10010']",62,TRUE
Bi,50,5000,30,5,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(305, 933), (719, 115), (990, 189), (28, 138), (2, 446), (604, 576), (666, 821), (264, 915), (466, 480), (293, 866), (738, 100), (107, 799), (800, 839), (41, 160), (542, 763), (659, 918), (595, 399), (539, 347), (419, 445), (842, 570), (908, 753), (395, 743), (965, 673), (336, 277), (345, 510), (417, 864), (32, 747), (432, 814), (794, 712), (674, 658), (712, 345), (205, 126), (493, 461), (116, 343), (830, 861), (482, 719), (168, 794), (761, 285), (486, 802), (53, 510), (974, 576), (452, 637), (316, 547), (588, 125), (808, 642), (582, 112), (369, 963), (300, 260), (499, 631), (702, 932)]","['100110', '011110', '101001', '010100', '100111', '101010', '001010', '010001', '110001', '011101', '010011', '001001', '110010', '010000', '011100', '101100', '010101', '001000', '101111', '000010', '001101', '101110', '100011', '101101', '001111', '000001', '010110', '100100', '010010', '110000', '100000', '011000', '001110', '000101', '011010', '000111', '101011', '000110', '011001', '000100', '011011', '100001', '000011', '010111', '011111', '001100', '100101', '101000', '100010', '001011', '100110']","['001110', '110000', '100000', '000100', '011000', '100001', '010011', '001101', '100011', '010000', '100110', '000011', '000010', '101100', '101110', '011111', '010100', '011101', '010111', '110010', '101101', '101001', '010101', '011110', '010010', '001011', '001001', '010001', '000110', '001111', '000111', '100100', '001010', '000001', '011100', '110001', '011001', '101011', '011011', '001100', '100101', '001000', '101111', '011010', '100111', '010110', '101010', '101000', '000101', '100010', '001110']",84,TRUE
Bi,50,5000,30,10,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(305, 933), (719, 115), (990, 189), (28, 138), (2, 446), (604, 576), (666, 821), (264, 915), (466, 480), (293, 866), (738, 100), (107, 799), (800, 839), (41, 160), (542, 763), (659, 918), (595, 399), (539, 347), (419, 445), (842, 570), (908, 753), (395, 743), (965, 673), (336, 277), (345, 510), (417, 864), (32, 747), (432, 814), (794, 712), (674, 658), (712, 345), (205, 126), (493, 461), (116, 343), (830, 861), (482, 719), (168, 794), (761, 285), (486, 802), (53, 510), (974, 576), (452, 637), (316, 547), (588, 125), (808, 642), (582, 112), (369, 963), (300, 260), (499, 631), (702, 932)]","['100110', '011110', '101001', '010100', '100111', '101010', '001010', '010001', '110001', '011101', '010011', '001001', '110010', '010000', '011100', '101100', '010101', '001000', '101111', '000010', '001101', '101110', '100011', '101101', '001111', '000001', '010110', '100100', '010010', '110000', '100000', '011000', '001110', '000101', '011010', '000111', '101011', '000110', '011001', '000100', '011011', '100001', '000011', '010111', '011111', '001100', '100101', '101000', '100010', '001011', '100110', '100110']","['010111', '011111', '101100', '011000', '000010', '001011', '000110', '001100', '011011', '000101', '010001', '010010', '101110', '000011', '100110', '100001', '101011', '110000', '001110', '000100', '100000', '100010', '101000', '011001', '100101', '001010', '010110', '011010', '101111', '000001', '001000', '001111', '100111', '100100', '011100', '000111', '110010', '010000', '100011', '001101', '011101', '101101', '010100', '001001', '010011', '101010', '110001', '011110', '010101', '101001', '010111']",88,TRUE
Bi,50,5000,30,5,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001']","['011011', '011110', '010110', '000011', '001110', '000100', '001000', '000111', '000110', '010001', '110001', '100101', '001001', '010000', '101010', '001011', '000010', '001111', '101000', '011001', '100011', '100100', '101011', '100000', '000101', '110000', '010100', '011000', '001100', '011111', '101110', '010101', '101101', '001101', '011100', '101001', '010011', '011010', '101111', '001010', '100110', '011101', '100010', '000001', '100111', '010010', '100001', '101100', '110010', '010111', '011011']",110,TRUE
Bi,50,5000,30,10,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001', '010001']","['011011', '011110', '100110', '001010', '001110', '000101', '001111', '001011', '011001', '100011', '101000', '001101', '010011', '011100', '101001', '010101', '010000', '100101', '001001', '011111', '110001', '010100', '010001', '000010', '011000', '101010', '101111', '000110', '100100', '000100', '101011', '001000', '000111', '110000', '100000', '100010', '000001', '100111', '011101', '010010', '100001', '101100', '011010', '101101', '101110', '001100', '000011', '010110', '110010', '010111', '011011']",115,TRUE
Bi,50,5000,30,15,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001', '010001', '010001']","['101001', '110001', '001001', '011111', '010000', '100101', '010100', '001011', '011000', '000110', '000100', '100100', '100011', '010001', '011001', '000010', '101000', '001000', '100000', '000101', '000111', '110000', '101011', '101010', '001111', '000001', '100111', '100010', '000011', '110010', '011011', '011110', '010110', '010111', '101100', '100001', '010010', '100110', '011101', '001110', '001010', '101111', '001100', '101110', '101101', '010101', '011010', '010011', '001101', '011100', '101001']",137,TRUE
Bi,50,5000,30,20,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001', '010001', '010001', '010001']","['011010', '011100', '010000', '100101', '001001', '010100', '001011', '011001', '001111', '100011', '101000', '000010', '000100', '110000', '000111', '001000', '100100', '010001', '110001', '101111', '100000', '000101', '101011', '000110', '101010', '100110', '100010', '000001', '100111', '011101', '100001', '110010', '101100', '010010', '000011', '011011', '011110', '010110', '010111', '010011', '001101', '011111', '101110', '011000', '001010', '001110', '001100', '010101', '101101', '101001', '011010']",127,TRUE
Bi,50,5000,30,25,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001', '010001', '010001', '010001', '010001']","['100110', '011101', '100111', '100010', '100011', '011001', '000010', '110001', '001001', '010100', '101111', '101010', '000110', '001011', '101000', '001111', '100100', '010001', '001000', '000111', '110000', '101011', '001110', '101001', '011100', '001101', '101101', '010101', '010011', '011010', '010000', '100101', '011111', '101110', '011000', '001100', '000011', '011110', '010110', '010010', '100001', '110010', '010111', '011011', '101100', '000001', '100000', '000101', '000100', '001010', '100110']",107,TRUE
Bi,50,5000,30,30,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001', '010001', '010001', '010001', '010001', '010001']","['101100', '110010', '010111', '010110', '000011', '011110', '011011', '011010', '101110', '011111', '100101', '001001', '010100', '101000', '000010', '100011', '001011', '011001', '100100', '010001', '100000', '000101', '101011', '101111', '001110', '100110', '100111', '100010', '000001', '011101', '001010', '101010', '000110', '000100', '001111', '001000', '000111', '110000', '110001', '011000', '001100', '010000', '001101', '010011', '101001', '011100', '101101', '010101', '010010', '100001', '101100']",127,TRUE
Bi,50,5000,30,35,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001', '010001', '010001', '010001', '010001', '010001', '010001']","['011010', '011100', '010000', '100101', '101010', '001111', '001011', '101000', '011001', '001000', '110000', '101011', '000101', '100000', '000111', '100100', '000100', '000010', '100011', '010001', '101111', '110001', '011111', '001001', '010100', '001110', '100110', '100001', '010010', '000011', '110010', '101100', '011011', '011110', '010110', '010111', '100010', '000001', '100111', '011101', '001010', '000110', '011000', '101110', '001100', '101101', '010101', '001101', '101001', '010011', '011010']",110,TRUE
Bi,50,5000,30,40,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001', '010001', '010001', '010001', '010001', '010001', '010001', '010001']","['011010', '100001', '010111', '010110', '000011', '110010', '101100', '010010', '101101', '011100', '001001', '010100', '010001', '000010', '101000', '000110', '101111', '001010', '011011', '011110', '011101', '100110', '101011', '000101', '001000', '000111', '110000', '100000', '100010', '100111', '000001', '001110', '011000', '101010', '011001', '001111', '100100', '000100', '100011', '001011', '110001', '011111', '100101', '001101', '010000', '101110', '001100', '010101', '101001', '010011', '011010']",115,TRUE
Bi,50,5000,30,45,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001', '010001', '010001', '010001', '010001', '010001', '010001', '010001', '010001']","['100010', '100111', '000011', '010110', '110010', '011110', '000001', '110000', '000111', '000101', '001000', '000100', '001111', '000010', '001011', '100011', '011001', '100100', '010001', '011000', '101110', '001001', '011111', '100101', '010000', '001101', '101101', '101001', '011100', '001100', '010101', '100001', '010010', '010111', '011011', '101100', '010011', '011010', '100110', '011101', '001010', '101111', '101010', '101000', '010100', '110001', '000110', '001110', '101011', '100000', '100010']",130,TRUE
Bi,50,5000,30,50,0,RoClBiClBiRe50,"['Ro', None]","['Re', 99.5]","[(839, 495), (120, 10), (793, 680), (529, 131), (891, 87), (369, 329), (743, 62), (650, 44), (16, 608), (514, 471), (52, 154), (324, 625), (128, 914), (565, 466), (365, 68), (116, 757), (318, 227), (619, 753), (331, 989), (17, 374), (396, 752), (865, 787), (740, 974), (275, 456), (243, 103), (367, 919), (828, 945), (267, 854), (671, 555), (964, 783), (5, 682), (859, 295), (579, 800), (830, 531), (217, 32), (439, 3), (27, 739), (650, 597), (814, 489), (154, 5), (319, 843), (373, 340), (686, 224), (615, 912), (279, 778), (198, 649), (449, 347), (660, 131), (101, 463), (747, 898)]","['010001', '000110', '100111', '100000', '010111', '011110', '001010', '010101', '010100', '011000', '001001', '011100', '101001', '001101', '101111', '100010', '011101', '001000', '101010', '000101', '011001', '100001', '101101', '000001', '000011', '011111', '011010', '100101', '110000', '101011', '010110', '100100', '000010', '010010', '110010', '011011', '101100', '100011', '101000', '101110', '100110', '001110', '010011', '000111', '001111', '000100', '001011', '001100', '010000', '110001', '010001', '010001', '010001', '010001', '010001', '010001', '010001', '010001', '010001', '010001']","['010110', '000011', '001110', '000101', '001111', '011001', '101000', '001011', '010100', '110001', '001001', '011111', '010000', '011100', '001101', '100101', '101110', '011000', '000110', '010001', '000010', '100011', '100100', '000100', '110000', '101011', '100000', '001010', '001000', '000111', '101111', '101010', '001100', '010101', '101001', '010011', '011010', '101101', '100110', '100010', '000001', '100111', '011101', '010010', '100001', '101100', '110010', '010111', '011011', '011110', '010110']",135,TRUE
